Lig1, 5.0
Lig2, 7.8
Lig3, 6.2
Lig4, 5.0
Lig5, 3.5
Lig6, 6.0
Lig7, 21.0
Lig8, 16.0
Lig10, 58.0
Lig11, 1.9
