Lig1, -0.512650, 0.224849
Lig10, -1.437837, 0.232977
Lig11, -0.322046, 0.289162
Lig2, 0.290928, 0.173160
Lig3, -1.004211, 0.171803
Lig4, -0.984165, 0.167048
Lig5, -0.000000, 0.000000
Lig6, -1.217234, 0.169039
Lig7, -3.038481, 0.180500
Lig8, -3.254978, 0.180570
