Lig1, -0.261702, 0.265918
Lig10, 1.565376, 0.444492
Lig11, 3.160631, 0.437645
Lig12, 2.270625, 0.442083
Lig2, 0.093611, 0.335715
Lig3, -0.000000, 0.000000
Lig4, 0.301293, 0.116067
Lig5, 0.277004, 0.368529
Lig6, 1.031372, 0.335095
Lig7, 4.004492, 0.396903
Lig8, 0.809188, 0.415696
Lig9, 0.942234, 0.429572
